0,0,1,2,1,2,0,1,2,1,2,2,2,0,1,2,1,1,0,2,2,2,0,2,2,2,0,1,0,0,2,1,1,1,2,1
0,2,2,0,0,1,1,2,0,0,0,1,2,1,2,0,2,0,3,1,0,1,1,1,1,1,2,1,1,0,0,1,1,1,2,0
1,2,1,0,0,0,2,0,0,1,2,2,2,0,2,1,8,1,3,2,1,1,0,1,1,0,2,2,2,2,0,2,2,0,2,0
2,0,2,2,12,12,12,12,12,12,12,12,12,12,0,7,7,8,3,1,1,1,0,2,2,1,1,2,2,0,1,1,1,0,2,2
1,2,0,2,12,14,14,14,13,13,14,14,14,12,7,8,7,8,4,2,2,2,2,1,0,0,1,1,1,0,2,2,0,0,0,0
1,1,2,1,12,14,14,14,13,13,14,14,14,12,8,7,7,8,3,2,0,1,2,1,1,2,2,0,0,0,1,0,1,0,0,0
1,0,0,0,12,13,13,13,13,13,13,13,13,12,8,8,8,7,3,7,2,1,1,0,0,0,0,1,2,1,2,2,2,1,0,2
0,1,0,0,12,13,13,13,13,3,4,3,4,3,4,3,4,3,4,15,15,0,1,1,0,0,2,2,2,2,1,2,2,1,2,0
1,1,0,1,12,14,14,14,13,13,14,14,14,12,0,8,7,8,3,8,8,8,1,1,1,0,0,1,0,2,1,1,2,1,0,2
0,0,2,1,12,14,14,14,13,13,14,14,14,12,12,12,8,7,4,7,8,1,1,2,0,2,1,2,1,2,2,0,2,0,0,0
2,0,0,0,12,12,12,12,12,12,12,12,12,12,8,12,12,8,3,8,0,2,1,0,1,2,0,0,2,2,0,0,1,1,0,2
0,2,2,1,2,2,12,12,12,12,12,7,7,8,7,7,12,12,4,0,0,1,1,0,1,1,0,1,2,0,0,1,1,0,0,0
0,3,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,3,1
2,0,0,1,0,12,12,12,12,12,12,8,8,8,7,7,12,12,4,1,0,1,1,0,2,2,2,2,2,0,1,0,1,2,2,2
2,2,2,2,0,12,12,12,12,12,12,12,7,8,7,12,12,12,3,1,1,2,2,2,0,1,2,0,1,0,2,1,2,1,0,2
0,1,2,1,2,12,12,12,12,12,12,12,12,12,12,12,12,1,3,1,1,0,0,0,1,1,1,0,2,1,0,2,2,1,2,1
2,1,2,2,0,1,12,12,12,12,12,12,12,12,12,12,12,2,4,0,0,0,1,0,1,2,0,1,2,2,0,0,2,1,1,0
1,2,2,1,1,2,12,12,12,12,12,12,12,12,12,12,0,0,3,2,2,2,2,1,1,1,0,2,2,2,1,2,0,2,0,0
2,0,0,2,0,2,12,12,12,12,12,12,12,12,12,1,2,0,3,0,0,2,2,2,0,1,1,2,0,1,2,0,0,0,1,1
1,1,2,2,1,0,12,12,12,12,12,12,12,12,12,0,1,1,4,1,1,1,2,1,1,2,1,1,1,2,1,0,1,2,2,0
0,2,0,2,2,2,12,12,12,12,12,12,12,12,12,0,2,0,3,2,2,2,2,2,0,2,2,2,0,0,2,2,2,0,0,1
0,2,0,1,2,0,1,12,12,12,12,12,12,12,1,2,0,2,3,2,0,0,1,1,2,2,2,0,1,1,0,1,0,0,1,1
0,0,0,2,2,1,0,0,2,12,12,12,1,0,0,0,2,1,4,2,0,2,0,1,2,2,2,2,0,2,0,2,2,2,2,1
1,1,2,1,1,0,2,0,2,0,0,2,2,0,0,1,2,0,2,0,1,1,1,0,2,0,2,1,0,0,2,0,0,0,0,2
