0,0,2,1,1,2,0,1,1,1,0,0,0,1,0,1,2,1,1,0,0,0,2,2,0,0,2,0,0,0,0,2,0,1,0,2
2,0,1,0,0,0,1,2,2,1,0,1,2,2,0,0,1,1,3,2,1,0,0,1,2,1,0,2,0,0,1,0,0,2,2,2
2,0,1,1,2,0,2,2,2,1,1,1,2,0,0,0,2,2,3,0,2,2,1,2,0,1,0,0,1,0,0,1,0,2,2,1
1,1,2,2,1,0,0,2,2,1,1,2,2,2,0,0,0,2,3,1,2,0,2,2,1,0,1,1,2,2,2,1,2,0,1,2
2,0,0,1,1,1,2,0,2,2,2,2,0,0,0,0,2,1,4,0,0,2,2,0,2,2,0,1,7,1,1,2,1,1,1,0
1,2,0,2,2,2,1,1,0,2,1,0,2,1,0,1,1,2,3,0,2,0,2,0,1,2,2,8,8,7,2,0,0,0,2,1
1,0,1,0,0,2,2,2,2,0,0,2,0,0,0,0,1,1,3,5,5,6,6,6,5,6,8,7,8,7,7,2,1,2,2,0
2,0,2,2,2,2,7,1,0,1,1,2,0,2,2,2,15,15,15,15,15,5,5,6,5,5,7,7,7,7,7,1,2,1,1,2
0,0,0,0,0,8,8,7,2,0,2,1,1,1,2,5,5,6,3,6,5,6,6,5,5,6,5,7,8,7,7,1,2,1,1,2
0,1,0,0,8,7,8,7,8,1,2,1,0,0,1,6,6,5,3,5,5,6,5,5,5,5,6,8,8,8,5,2,2,0,2,2
0,2,2,2,2,8,7,8,0,1,2,1,0,2,5,6,6,6,4,6,6,5,5,6,6,6,5,6,7,6,6,1,1,1,2,1
0,2,1,0,1,1,7,2,6,6,6,5,6,5,6,6,6,5,3,6,5,6,6,5,5,5,6,5,6,5,6,0,1,1,1,0
2,3,3,12,12,12,12,12,12,12,12,12,12,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,3,1
1,0,1,12,14,14,14,13,13,14,14,14,12,6,6,6,5,5,4,5,6,5,7,7,7,8,7,6,6,5,5,1,2,2,0,1
0,1,1,12,14,14,14,13,13,14,14,14,12,5,6,6,5,5,3,5,6,7,7,8,8,8,7,7,5,5,5,2,1,2,1,1
0,1,1,12,13,13,13,13,13,13,13,13,12,6,6,5,5,6,4,6,5,8,8,7,8,8,7,7,6,6,6,0,0,1,2,2
1,0,2,12,13,13,13,13,3,4,3,4,3,4,3,4,3,4,3,5,5,7,8,7,7,8,7,7,5,0,0,0,2,1,1,1
0,2,0,12,14,14,14,13,13,14,14,14,12,5,6,5,0,5,3,5,5,5,7,8,7,8,8,7,8,0,0,2,1,1,1,0
2,2,2,12,14,14,14,13,13,14,14,14,12,5,5,2,0,2,3,6,6,8,8,8,7,8,8,7,8,8,0,1,0,2,1,0
1,0,0,12,12,12,12,12,12,12,12,12,12,5,0,2,0,1,4,0,0,0,7,7,8,7,8,8,8,2,1,2,1,2,1,2
2,1,1,1,1,0,0,2,2,1,0,2,2,1,0,2,1,1,3,2,1,0,0,2,7,7,8,1,1,2,1,0,2,2,1,0
1,2,2,2,2,2,0,1,1,2,0,1,1,2,1,0,0,0,3,0,2,1,1,2,1,1,0,0,0,0,2,1,0,2,0,2
0,1,1,2,0,0,1,1,2,1,1,2,1,0,2,2,2,0,4,0,2,0,1,0,0,0,1,2,1,1,0,0,1,0,1,2
1,0,1,1,1,1,2,2,0,2,2,1,2,1,1,2,0,2,0,1,1,0,2,1,0,1,2,0,1,1,0,1,0,0,0,1
